num_layers,num_epochs,batch_size,test_loss
10,20,10,0.020489461719989777
10,20,20,0.024607719853520393
10,20,30,0.03037487529218197
10,20,40,0.026329217478632927
10,20,50,0.04217992350459099
10,20,60,0.031153803691267967
10,20,70,0.05078715831041336
10,20,80,0.02766096405684948
10,20,90,0.03708044812083244
10,20,100,0.037451643496751785
10,30,10,0.0227289330214262
10,30,20,0.01921193115413189
10,30,30,0.05177043005824089
10,30,40,0.020479492843151093
10,30,50,0.02575373463332653
10,30,60,0.022206779569387436
10,30,70,0.03220394626259804
10,30,80,0.026499642059206963
10,30,90,0.03828132897615433
10,30,100,0.03587724640965462
10,40,10,0.015042897313833237
10,40,20,0.030025465413928032
10,40,30,0.028797371312975883
10,40,40,0.018544787541031837
10,40,50,0.021372826769948006
10,40,60,0.02445860765874386
10,40,70,0.040192458778619766
10,40,80,0.020357362926006317
10,40,90,0.029338939115405083
10,40,100,0.022171184420585632
10,50,10,0.016264120116829872
10,50,20,0.019711166620254517
10,50,30,0.022109894081950188
10,50,40,0.027970632538199425
10,50,50,0.01961594633758068
10,50,60,0.019880585372447968
10,50,70,0.02341686189174652
10,50,80,0.02426910400390625
10,50,90,0.023180291056632996
10,50,100,0.032846707850694656
10,60,10,0.015750037506222725
10,60,20,0.016486691311001778
10,60,30,0.02644032984972
10,60,40,0.019435301423072815
10,60,50,0.01894533261656761
10,60,60,0.028498535975813866
10,60,70,0.018835831433534622
10,60,80,0.021045980975031853
10,60,90,0.021231958642601967
10,60,100,0.02876906841993332
10,70,10,0.01938784308731556
10,70,20,0.024045268073678017
10,70,30,0.02095910720527172
10,70,40,0.015260946936905384
10,70,50,0.01680491864681244
10,70,60,0.025958554819226265
10,70,70,0.025559084489941597
10,70,80,0.023004086688160896
10,70,90,0.017880164086818695
10,70,100,0.03367489576339722
10,80,10,0.02117355912923813
10,80,20,0.019420506432652473
10,80,30,0.021285060793161392
10,80,40,0.02097281813621521
10,80,50,0.018088990822434425
10,80,60,0.019629647955298424
10,80,70,0.021563872694969177
10,80,80,0.02169237658381462
10,80,90,0.02322528325021267
10,80,100,0.03301238268613815
10,90,10,0.020112618803977966
10,90,20,0.020189151167869568
10,90,30,0.023387061432003975
10,90,40,0.023027487099170685
10,90,50,0.018553992733359337
10,90,60,0.020633341744542122
10,90,70,0.024001097306609154
10,90,80,0.02584776282310486
10,90,90,0.019791679456830025
10,90,100,0.017538994550704956
10,100,10,0.013111916370689869
10,100,20,0.01832554116845131
10,100,30,0.01745009422302246
10,100,40,0.01888168416917324
10,100,50,0.02352437935769558
10,100,60,0.021689679473638535
10,100,70,0.023157088086009026
10,100,80,0.01798406057059765
10,100,90,0.021413246169686317
10,100,100,0.02014097571372986
10,110,10,0.013224979862570763
10,110,20,0.020261093974113464
10,110,30,0.015847783535718918
10,110,40,0.016953827813267708
10,110,50,0.018624600023031235
10,110,60,0.024137837812304497
10,110,70,0.018262794241309166
10,110,80,0.01886315830051899
10,110,90,0.01812090538442135
10,110,100,0.018402624875307083
10,120,10,0.017958804965019226
10,120,20,0.014463115483522415
10,120,30,0.019587550312280655
10,120,40,0.022938568145036697
10,120,50,0.022447876632213593
10,120,60,0.02016259916126728
10,120,70,0.024657180532813072
10,120,80,0.01696120761334896
10,120,90,0.019249694421887398
10,120,100,3.5299558639526367
10,130,10,0.012412965297698975
10,130,20,0.01578168198466301
10,130,30,0.01632448099553585
10,130,40,0.018292902037501335
10,130,50,0.014851395040750504
10,130,60,0.016609223559498787
10,130,70,0.01755979284644127
10,130,80,0.025103412568569183
10,130,90,0.019629208371043205
10,130,100,0.022142119705677032
10,140,10,0.016401221975684166
10,140,20,0.014208517037332058
10,140,30,0.015217559412121773
10,140,40,0.018525289371609688
10,140,50,0.01878434792160988
10,140,60,0.016154345124959946
10,140,70,0.031597036868333817
10,140,80,0.026036052033305168
10,140,90,0.02188090607523918
10,140,100,0.019451433792710304
10,150,10,0.012243345379829407
10,150,20,0.013816446997225285
10,150,30,0.019508428871631622
10,150,40,0.01840411126613617
10,150,50,0.018684959039092064
10,150,60,0.01613457500934601
10,150,70,0.019263386726379395
10,150,80,0.016848769038915634
10,150,90,0.016996003687381744
10,150,100,0.017873892560601234
10,160,10,0.012621221132576466
10,160,20,0.01638318970799446
10,160,30,0.011910267174243927
10,160,40,0.019496005028486252
10,160,50,0.013520905748009682
10,160,60,0.024134643375873566
10,160,70,0.026985907927155495
10,160,80,0.017639191821217537
10,160,90,0.021335342898964882
10,160,100,0.017938731238245964
10,170,10,0.013106982223689556
10,170,20,0.016280202195048332
10,170,30,0.015547270886600018
10,170,40,0.013469837605953217
10,170,50,0.01862197369337082
10,170,60,0.01989884115755558
10,170,70,0.020218316465616226
10,170,80,0.016296211630105972
10,170,90,0.018911033868789673
10,170,100,0.022298211231827736
10,180,10,0.012929389253258705
10,180,20,0.011834831908345222
10,180,30,0.01386350579559803
10,180,40,0.018500877544283867
10,180,50,0.018442247062921524
10,180,60,0.019147133454680443
10,180,70,0.016694145277142525
10,180,80,0.01887095905840397
10,180,90,0.02721797488629818
10,180,100,0.01879892125725746
10,190,10,0.015007556416094303
10,190,20,0.011509454809129238
10,190,30,0.013616200536489487
10,190,40,0.02761206589639187
10,190,50,0.017425430938601494
10,190,60,0.01648433692753315
10,190,70,0.016306482255458832
10,190,80,0.01853642612695694
10,190,90,0.015649231150746346
10,190,100,0.016037212684750557
10,200,10,0.01609211042523384
10,200,20,0.01627720519900322
10,200,30,0.046853844076395035
10,200,40,0.019222740083932877
10,200,50,0.014951474033296108
10,200,60,0.0164289902895689
10,200,70,0.017052393406629562
10,200,80,0.01816413179039955
10,200,90,0.021720530465245247
10,200,100,0.019764674827456474
20,20,10,0.018634606152772903
20,20,20,0.02226216532289982
20,20,30,0.01922253519296646
20,20,40,0.023465221747756004
20,20,50,0.036268264055252075
20,20,60,0.02501050941646099
20,20,70,0.022153370082378387
20,20,80,0.025209195911884308
20,20,90,0.032584767788648605
20,20,100,0.02890695072710514
20,30,10,0.014649312011897564
20,30,20,0.017616907134652138
20,30,30,0.021328289061784744
20,30,40,0.02162783592939377
20,30,50,0.022363334894180298
20,30,60,0.02266213856637478
20,30,70,0.023904237896203995
20,30,80,0.023440450429916382
20,30,90,0.02172260731458664
20,30,100,0.02646525390446186
20,40,10,0.015075170435011387
20,40,20,0.01594684086740017
20,40,30,0.01918339915573597
20,40,40,0.015526114031672478
20,40,50,0.02776910737156868
20,40,60,0.018685154616832733
20,40,70,0.017648106440901756
20,40,80,0.023475585505366325
20,40,90,0.024844840168952942
20,40,100,0.030140729621052742
20,50,10,0.014197251759469509
20,50,20,0.014452655799686909
20,50,30,0.018706468865275383
20,50,40,0.019799213856458664
20,50,50,0.02026417665183544
20,50,60,0.023484699428081512
20,50,70,0.024430444464087486
20,50,80,0.02242285944521427
20,50,90,0.0206459853798151
20,50,100,0.02152818813920021
20,60,10,0.014854962937533855
20,60,20,0.016573116183280945
20,60,30,0.018556183204054832
20,60,40,0.01706637814640999
20,60,50,0.016358232125639915
20,60,60,0.018775328993797302
20,60,70,0.026208315044641495
20,60,80,0.02233290672302246
20,60,90,0.02401544339954853
20,60,100,0.020229274407029152
20,70,10,0.013467784970998764
20,70,20,0.015626968815922737
20,70,30,0.015704266726970673
20,70,40,0.018542436882853508
20,70,50,0.016552837565541267
20,70,60,0.020878316834568977
20,70,70,0.025175554677844048
20,70,80,0.02258390560746193
20,70,90,0.0208959449082613
20,70,100,0.015834417194128036
20,80,10,0.012282428331673145
20,80,20,0.018049826845526695
20,80,30,0.015777189284563065
20,80,40,0.016063779592514038
20,80,50,0.018804240971803665
20,80,60,0.01614023745059967
20,80,70,0.023843251168727875
20,80,80,0.02070658467710018
20,80,90,0.023107985034585
20,80,100,0.020918551832437515
20,90,10,0.013045611791312695
20,90,20,0.01349965576082468
20,90,30,0.014757726341485977
20,90,40,0.017584316432476044
20,90,50,0.02090274728834629
20,90,60,0.018728481605648994
20,90,70,0.01536997314542532
20,90,80,0.01912125013768673
20,90,90,0.024379314854741096
20,90,100,0.020515447482466698
20,100,10,0.01096176728606224
20,100,20,0.013013259507715702
20,100,30,0.014361402951180935
20,100,40,0.014832132495939732
20,100,50,0.017907505854964256
20,100,60,0.016841741278767586
20,100,70,0.014351211488246918
20,100,80,0.020723814144730568
20,100,90,0.027957988902926445
20,100,100,0.027505898848176003
20,110,10,0.0109925027936697
20,110,20,0.012320919893682003
20,110,30,0.015050097368657589
20,110,40,0.014014451764523983
20,110,50,0.015207802876830101
20,110,60,0.01555570587515831
20,110,70,0.028835704550147057
20,110,80,0.01859760656952858
20,110,90,0.017805838957428932
20,110,100,0.016821352764964104
20,120,10,0.012406839989125729
20,120,20,0.012665390968322754
20,120,30,0.01467926800251007
20,120,40,0.01799090951681137
20,120,50,0.016993284225463867
20,120,60,0.01883365772664547
20,120,70,0.020481089130043983
20,120,80,0.01512257382273674
20,120,90,0.016563287004828453
20,120,100,0.0197626743465662
20,130,10,0.011289299465715885
20,130,20,0.011760996654629707
20,130,30,0.014867776073515415
20,130,40,0.013260523788630962
20,130,50,0.017296528443694115
20,130,60,0.015632398426532745
20,130,70,0.013973318040370941
20,130,80,0.01793227531015873
20,130,90,0.025622321292757988
20,130,100,0.017983898520469666
20,140,10,0.012351546436548233
20,140,20,0.013906250707805157
20,140,30,0.01488017663359642
20,140,40,0.013539337553083897
20,140,50,0.013431579805910587
20,140,60,0.015271606855094433
20,140,70,0.015726473182439804
20,140,80,0.017736472189426422
20,140,90,0.021284593269228935
20,140,100,0.01708906702697277
20,150,10,0.014972503297030926
20,150,20,0.010366096161305904
20,150,30,0.013158963993191719
20,150,40,0.01529521681368351
20,150,50,0.016406135633587837
20,150,60,0.015103346668183804
20,150,70,0.013834248296916485
20,150,80,0.021329453215003014
20,150,90,0.015725301578640938
20,150,100,0.02243083342909813
20,160,10,0.016478100791573524
20,160,20,0.012531796470284462
20,160,30,0.013608303852379322
20,160,40,0.013229521922767162
20,160,50,0.014133350923657417
20,160,60,0.013098370283842087
20,160,70,0.016115985810756683
20,160,80,0.01792307384312153
20,160,90,0.019266270101070404
20,160,100,0.016510309651494026
20,170,10,0.011683937162160873
20,170,20,0.015509805642068386
20,170,30,0.01414635218679905
20,170,40,0.01335742324590683
20,170,50,0.017233243212103844
20,170,60,0.014686346054077148
20,170,70,0.019447660073637962
20,170,80,0.016472624614834785
20,170,90,0.01774018630385399
20,170,100,0.01695038191974163
20,180,10,0.011737114749848843
20,180,20,0.012882115319371223
20,180,30,0.015282221138477325
20,180,40,0.015579281374812126
20,180,50,0.014432026073336601
20,180,60,0.015512785874307156
20,180,70,0.016242103651165962
20,180,80,0.01604302227497101
20,180,90,0.014028334990143776
20,180,100,0.015241900458931923
20,190,10,0.01123904436826706
20,190,20,0.011187822557985783
20,190,30,0.014246592298150063
20,190,40,0.015420540235936642
20,190,50,0.015567602589726448
20,190,60,0.014380404725670815
20,190,70,0.015152315609157085
20,190,80,0.01448195893317461
20,190,90,0.016528239473700523
20,190,100,0.013219350017607212
20,200,10,0.01228563953191042
20,200,20,0.013226579874753952
20,200,30,0.011035069823265076
20,200,40,0.014324184507131577
20,200,50,0.012632143683731556
20,200,60,0.01441354863345623
20,200,70,0.016245083883404732
20,200,80,0.01470949687063694
20,200,90,0.016874412074685097
20,200,100,0.014753504656255245
30,20,10,0.015710826963186264
30,20,20,0.02003493160009384
30,20,30,0.02282743528485298
30,20,40,0.02027582749724388
30,20,50,0.024840746074914932
30,20,60,0.03034328669309616
30,20,70,0.02181798405945301
30,20,80,0.02276751585304737
30,20,90,0.02698301337659359
30,20,100,0.024509135633707047
30,30,10,0.013912627473473549
30,30,20,0.020665612071752548
30,30,30,0.017883175984025
30,30,40,0.022073062136769295
30,30,50,0.019436568021774292
30,30,60,0.02045295573771
30,30,70,0.019915176555514336
30,30,80,0.02420605905354023
30,30,90,0.017670083791017532
30,30,100,0.022252971306443214
30,40,10,0.014082357287406921
30,40,20,0.013794858008623123
30,40,30,0.017332792282104492
30,40,40,0.015384039841592312
30,40,50,0.02069304697215557
30,40,60,0.0219490397721529
30,40,70,0.019627274945378304
30,40,80,0.018892813473939896
30,40,90,0.020245296880602837
30,40,100,0.01932954043149948
30,50,10,0.012832483276724815
30,50,20,0.013073639944195747
30,50,30,0.01913606934249401
30,50,40,0.015384760685265064
30,50,50,0.01572861149907112
30,50,60,0.019891124218702316
30,50,70,0.01685268245637417
30,50,80,0.017364760860800743
30,50,90,0.01969306357204914
30,50,100,0.019348157569766045
30,60,10,0.013766903430223465
30,60,20,0.015111834742128849
30,60,30,0.016123000532388687
30,60,40,0.01785048097372055
30,60,50,0.015547851100564003
30,60,60,0.020641731098294258
30,60,70,0.022298580035567284
30,60,80,0.020343663170933723
30,60,90,0.019602153450250626
30,60,100,0.021537836641073227
30,70,10,0.01206695381551981
30,70,20,0.016018107533454895
30,70,30,0.014684858731925488
30,70,40,0.014896223321557045
30,70,50,0.018521307036280632
30,70,60,0.018711205571889877
30,70,70,0.020335104316473007
30,70,80,0.020507274195551872
30,70,90,0.018116267397999763
30,70,100,0.016117244958877563
30,80,10,0.013481143862009048
30,80,20,0.01768745854496956
30,80,30,0.016520993784070015
30,80,40,0.015201003290712833
30,80,50,0.01672491990029812
30,80,60,0.017520666122436523
30,80,70,0.019668657332658768
30,80,80,0.018771611154079437
30,80,90,0.02043244242668152
30,80,100,0.015988456085324287
30,90,10,0.011119247414171696
30,90,20,0.014289082027971745
30,90,30,0.014418155886232853
30,90,40,0.016314616426825523
30,90,50,0.016864269971847534
30,90,60,0.0142322713509202
30,90,70,0.01625918038189411
30,90,80,0.01660454459488392
30,90,90,0.016283273696899414
30,90,100,0.016496744006872177
30,100,10,0.012283656746149063
30,100,20,0.014409925788640976
30,100,30,0.012926202267408371
30,100,40,0.013667693361639977
30,100,50,0.013695215806365013
30,100,60,0.015422829426825047
30,100,70,0.01702960580587387
30,100,80,0.03009195253252983
30,100,90,0.019641630351543427
30,100,100,0.01746332459151745
30,110,10,0.011763196438550949
30,110,20,0.016056900843977928
30,110,30,0.013286015018820763
30,110,40,0.017953138798475266
30,110,50,0.014779902994632721
30,110,60,0.01476908940821886
30,110,70,0.014587369747459888
30,110,80,0.019571451470255852
30,110,90,0.016913555562496185
30,110,100,0.014733712188899517
30,120,10,0.013067100197076797
30,120,20,0.014985681511461735
30,120,30,0.013832657597959042
30,120,40,0.018253430724143982
30,120,50,0.016016803681850433
30,120,60,0.012240059673786163
30,120,70,0.014388632029294968
30,120,80,0.016838889569044113
30,120,90,0.019206196069717407
30,120,100,0.022163724526762962
30,130,10,0.011800955981016159
30,130,20,0.01330407615751028
30,130,30,0.012594778090715408
30,130,40,0.013758867047727108
30,130,50,0.013738062232732773
30,130,60,0.01716066338121891
30,130,70,0.017418352887034416
30,130,80,0.015104043297469616
