num_layers,num_epochs,batch_size,test_loss
30,200,90,0.006317432504147291
30,200,100,0.00850151851773262
40,20,10,0.008618568070232868
40,20,20,0.007778990548104048
40,20,30,0.011074214242398739
40,20,40,0.009714003652334213
40,20,50,0.014205286279320717
40,20,60,0.012687117792665958
40,20,70,0.01484182383865118
40,20,80,0.014552593231201172
40,20,90,0.01129408460110426
40,20,100,0.01450407225638628
40,30,10,0.007901625707745552
40,30,20,0.008637780323624611
40,30,30,0.007912255823612213
40,30,40,0.010080003179609776
40,30,50,0.009555417113006115
40,30,60,0.009403408505022526
40,30,70,0.011310175992548466
40,30,80,0.00987918395549059
40,30,90,0.011176953092217445
40,30,100,0.01222855132073164
40,40,10,0.006763330660760403
40,40,20,0.007054097484797239
40,40,30,0.011679822579026222
40,40,40,0.008208842016756535
40,40,50,0.008942639455199242
40,40,60,0.0096805514767766
40,40,70,0.009692146442830563
40,40,80,0.009613863192498684
40,40,90,0.012834296561777592
40,40,100,0.010233094915747643
40,50,10,0.006241311319172382
40,50,20,0.007673341780900955
40,50,30,0.007854306139051914
40,50,40,0.00830260943621397
40,50,50,0.008761867880821228
40,50,60,0.008202743716537952
40,50,70,0.00815995130687952
40,50,80,0.009248409420251846
40,50,90,0.010448229499161243
40,50,100,0.009229199960827827
40,60,10,0.006556348875164986
40,60,20,0.00722127640619874
40,60,30,0.008518047630786896
40,60,40,0.008715822361409664
40,60,50,0.008788404986262321
40,60,60,0.008197808638215065
40,60,70,0.007669915910810232
40,60,80,0.00803828239440918
40,60,90,0.0065781609155237675
40,60,100,0.007541141007095575
40,70,10,0.005816998891532421
40,70,20,0.007044265978038311
40,70,30,0.007698590401560068
40,70,40,0.0071078757755458355
40,70,50,0.006876757368445396
40,70,60,0.008585277944803238
40,70,70,0.008135011419653893
40,70,80,0.008403120562434196
40,70,90,0.009481656365096569
40,70,100,0.008693398907780647
40,80,10,0.007213496137410402
40,80,20,0.007174859754741192
40,80,30,0.006678021978586912
40,80,40,0.006253685802221298
40,80,50,0.008559749461710453
40,80,60,0.00806376151740551
40,80,70,0.008023865520954132
40,80,80,0.0072912052273750305
40,80,90,0.007833097130060196
40,80,100,0.007826822809875011
40,90,10,0.005587315186858177
40,90,20,0.005789024289697409
40,90,30,0.00893452949821949
40,90,40,0.005726242903620005
40,90,50,0.007614920847117901
40,90,60,0.008139080367982388
40,90,70,0.007198065984994173
40,90,80,0.006020640023052692
40,90,90,0.007226412184536457
40,90,100,0.008047454990446568
40,100,10,0.005212722346186638
40,100,20,0.005193961318582296
40,100,30,0.0073142037726938725
40,100,40,0.006692770402878523
40,100,50,0.006475547794252634
40,100,60,0.0072951121255755424
40,100,70,0.007486188318580389
40,100,80,0.008327697403728962
40,100,90,0.008421431295573711
40,100,100,0.008122628554701805
40,110,10,0.00779983913525939
40,110,20,0.005707066971808672
40,110,30,0.006175169721245766
40,110,40,0.0062056053429841995
40,110,50,0.0060881879180669785
40,110,60,0.006822296883910894
40,110,70,0.006472867913544178
40,110,80,0.007330931257456541
40,110,90,0.007781471591442823
40,110,100,0.008375593461096287
40,120,10,0.006088337395340204
40,120,20,0.00510550569742918
40,120,30,0.0061004795134067535
40,120,40,0.0051484620198607445
40,120,50,0.006318260915577412
40,120,60,0.006916511338204145
40,120,70,0.006402774713933468
40,120,80,0.006056168116629124
40,120,90,0.006919838022440672
40,120,100,0.009710701182484627
40,130,10,0.006940048187971115
40,130,20,0.005672856234014034
40,130,30,0.006879287771880627
40,130,40,0.006088682450354099
40,130,50,0.005967189557850361
40,130,60,0.007145752664655447
40,130,70,0.008359205909073353
40,130,80,0.006830974481999874
40,130,90,0.008496834896504879
40,130,100,0.0065981242805719376
40,140,10,0.006086973939090967
40,140,20,0.005456215236335993
40,140,30,0.007109539117664099
40,140,40,0.006425278726965189
40,140,50,0.0066450308077037334
40,140,60,0.006108373869210482
40,140,70,0.006293239071965218
40,140,80,0.007581548765301704
40,140,90,0.007031918503344059
40,140,100,0.006857017520815134
40,150,10,0.005672255996614695
40,150,20,0.006604952737689018
40,150,30,0.007467162329703569
40,150,40,0.006703470833599567
40,150,50,0.005852712783962488
40,150,60,0.007637058384716511
40,150,70,0.005304221995174885
40,150,80,0.007745546288788319
40,150,90,0.008095172233879566
40,150,100,0.00791392382234335
40,160,10,0.006360786501318216
40,160,20,0.0056906165555119514
40,160,30,0.0071645393036305904
40,160,40,0.006123578175902367
40,160,50,0.005944941192865372
40,160,60,0.006841517519205809
40,160,70,0.0058191386051476
40,160,80,0.0071522947400808334
40,160,90,0.006385648623108864
40,160,100,0.007333171088248491
40,170,10,0.005156334023922682
40,170,20,0.005408613011240959
40,170,30,0.005534809082746506
40,170,40,0.0067933653481304646
40,170,50,0.005833873059600592
40,170,60,0.0066244276240468025
40,170,70,0.006831911392509937
40,170,80,0.006556596606969833
40,170,90,0.00674498500302434
40,170,100,0.00746525451540947
40,180,10,0.006434704177081585
40,180,20,0.005396355874836445
40,180,30,0.005505959037691355
40,180,40,0.005856504198163748
40,180,50,0.005800738465040922
40,180,60,0.006510194391012192
40,180,70,0.006166853476315737
40,180,80,0.007188715972006321
40,180,90,0.00783176813274622
40,180,100,0.006375075783580542
40,190,10,0.0053321546874940395
40,190,20,0.005262711551040411
40,190,30,0.008915770798921585
40,190,40,0.008105874992907047
40,190,50,0.006073172204196453
40,190,60,0.0059487419202923775
40,190,70,0.005860826466232538
40,190,80,0.006560530513525009
40,190,90,0.007891406305134296
40,190,100,0.006564327981323004
40,200,10,0.005134136416018009
40,200,20,0.005014966242015362
40,200,30,0.006291085854172707
40,200,40,0.005826456472277641
40,200,50,0.005992269143462181
40,200,60,0.005997667089104652
40,200,70,0.006116922944784164
40,200,80,0.006073261611163616
40,200,90,0.006566034164279699
40,200,100,0.00687782559543848
50,20,10,0.00717705674469471
50,20,20,0.009751491248607635
50,20,30,0.009185968898236752
50,20,40,0.009824779815971851
50,20,50,0.00981409102678299
50,20,60,0.012314320541918278
50,20,70,0.013695198111236095
50,20,80,0.01029194239526987
50,20,90,0.01208936981856823
50,20,100,0.014037669636309147
50,30,10,0.006960333324968815
50,30,20,0.007695892360061407
50,30,30,0.009072301909327507
50,30,40,0.009994971565902233
50,30,50,0.00918556284159422
50,30,60,0.008996334858238697
50,30,70,0.010675125755369663
50,30,80,0.009814399294555187
50,30,90,0.010678352788090706
50,30,100,0.010702955536544323
50,40,10,0.007438471540808678
50,40,20,0.008625736460089684
50,40,30,0.006901721004396677
50,40,40,0.007978525012731552
50,40,50,0.009128844365477562
50,40,60,0.009080741554498672
50,40,70,0.009424757212400436
50,40,80,0.008749757893383503
50,40,90,0.008788041770458221
50,40,100,0.011734401807188988
50,50,10,0.005762929562479258
50,50,20,0.007634264416992664
50,50,30,0.006950377486646175
50,50,40,0.008625670336186886
50,50,50,0.006944970227777958
50,50,60,0.00966479443013668
50,50,70,0.008465261198580265
50,50,80,0.009121519513428211
50,50,90,0.009003235958516598
50,50,100,0.01055525615811348
50,60,10,0.006086844019591808
50,60,20,0.006837985944002867
50,60,30,0.007184007670730352
50,60,40,0.007216345518827438
50,60,50,0.007315306458622217
50,60,60,0.008344000205397606
50,60,70,0.0083061084151268
50,60,80,0.00812092237174511
50,60,90,0.009224607609212399
50,60,100,0.009299871511757374
50,70,10,0.00590592110529542
50,70,20,0.007346233818680048
50,70,30,0.007060220465064049
50,70,40,0.007457908242940903
50,70,50,0.0070574055425822735
50,70,60,0.007503509521484375
50,70,70,0.008768519386649132
50,70,80,0.007417398039251566
50,70,90,0.007721169851720333
50,70,100,0.0100336242467165
50,80,10,0.00525967963039875
50,80,20,0.005705613177269697
50,80,30,0.006781115662306547
50,80,40,0.0063768173567950726
50,80,50,0.00878447387367487
50,80,60,0.007311302237212658
50,80,70,0.0076303910464048386
50,80,80,0.008196454495191574
50,80,90,0.007459801621735096
50,80,100,0.008391412906348705
50,90,10,0.00582008296623826
50,90,20,0.0060621039010584354
50,90,30,0.006478139199316502
50,90,40,0.007710423320531845
50,90,50,0.00664051016792655
50,90,60,0.007460055872797966
50,90,70,0.008058235049247742
50,90,80,0.006963853724300861
50,90,90,0.007651660591363907
50,90,100,0.007748119067400694
50,100,10,0.0065884944051504135
50,100,20,0.006716284900903702
50,100,30,0.006719835568219423
50,100,40,0.00677497498691082
50,100,50,0.00616498151794076
50,100,60,0.007174680009484291
50,100,70,0.007377860136330128
50,100,80,0.007462956942617893
50,100,90,0.006138733122497797
50,100,100,0.007581666577607393
50,110,10,0.005268231499940157
50,110,20,0.0054161883890628815
50,110,30,0.0074297417886555195
50,110,40,0.006360549014061689
50,110,50,0.007068055681884289
50,110,60,0.006379272323101759
50,110,70,0.007249645888805389
50,110,80,0.007803479675203562
50,110,90,0.0063025024719536304
50,110,100,0.007590959779918194
50,120,10,0.005670592654496431
50,120,20,0.005351869855076075
50,120,30,0.005380559712648392
50,120,40,0.005583519581705332
50,120,50,0.007248946465551853
50,120,60,0.005814630538225174
50,120,70,0.007893617264926434
50,120,80,0.006998417899012566
50,120,90,0.006862688809633255
50,120,100,0.006497787777334452
50,130,10,0.006308311130851507
50,130,20,0.0053666881285607815
50,130,30,0.00490810489282012
50,130,40,0.006192220374941826
50,130,50,0.005723979324102402
50,130,60,0.006726311054080725
50,130,70,0.006480578798800707
50,130,80,0.0061184377409517765
50,130,90,0.005839829333126545
50,130,100,0.00782128144055605
50,140,10,0.005252412054687738
50,140,20,0.005552465096116066
50,140,30,0.005098049994558096
50,140,40,0.0054050288163125515
50,140,50,0.00722555723041296
50,140,60,0.006358310114592314
50,140,70,0.009093844331800938
50,140,80,0.007020355202257633
50,140,90,0.00694273179396987
50,140,100,0.006829674821346998
50,150,10,0.005805887747555971
50,150,20,0.0065592811442911625
50,150,30,0.0065348148345947266
50,150,40,0.005514367017894983
50,150,50,0.007127101998776197
50,150,60,0.006889228709042072
50,150,70,0.006034818012267351
50,150,80,0.008232317864894867
50,150,90,0.005964555311948061
50,150,100,0.006888445932418108
50,160,10,0.005194858647882938
50,160,20,0.005086502060294151
50,160,30,0.006092522758990526
50,160,40,0.0057467250153422356
50,160,50,0.00720240967348218
50,160,60,0.005993650760501623
50,160,70,0.005591891705989838
50,160,80,0.006360981613397598
50,160,90,0.006121632177382708
50,160,100,0.006305335089564323
50,170,10,0.0051606930792331696
50,170,20,0.00540353637188673
50,170,30,0.005318435840308666
50,170,40,0.005798319820314646
50,170,50,0.006164099555462599
50,170,60,0.0067958892323076725
50,170,70,0.0060725221410393715
50,170,80,0.0053892554715275764
50,170,90,0.007212444208562374
50,170,100,0.007826907560229301
50,180,10,0.005189223680645227
50,180,20,0.005641179159283638
50,180,30,0.0058411117643117905
